0	1	8	24	30	58214204	5080	0	43	0
1	1	8	48	30	36795174	19738	0	46	0
2	1	8	96	30	8209009	6847	0	49	0
3	1	8	192	30	5213213	2996	0	60	0
4	1	8	384	30	4835195	1296	0	97	0
5	1	8	768	30	6088604	498	0	182	0
6	1	11	24	30	58155207	2540	0	41	0
7	1	11	48	30	58999998	17791	0	46	0
8	1	11	96	30	7749911	8282	0	50	0
9	1	11	192	30	7629873	2808	0	60	0
10	1	11	384	30	4850131	1238	0	97	0
11	1	11	768	30	5996401	448	0	182	0
12	1	16	24	30	58179157	5748	0	49	0
13	1	16	48	30	23704442	25387	0	51	0
14	1	16	96	30	11624200	12245	0	55	0
15	1	16	192	30	6360966	3143	0	65	0
16	1	16	384	30	4749941	1351	0	101	0
17	1	16	768	30	4759277	874	0	185	0
18	1	22	24	30	58774144	3337	0	34	0
19	1	22	48	30	16972340	7359	0	39	0
20	1	22	96	30	9594237	4060	0	44	0
21	1	22	192	30	6673960	4059	0	56	0
22	1	22	384	30	5921159	1219	0	90	0
23	1	22	768	30	4790711	706	0	171	0
24	1	32	24	30	58823638	2603	0	36	0
25	1	32	48	30	18887181	8188	0	44	0
26	1	32	96	30	12178823	2457	0	49	0
27	1	32	192	30	6425294	1303	0	55	0
28	1	32	384	30	4732688	802	0	83	0
29	1	32	768	30	5864104	381	0	165	0
30	1	45	24	30	31007134	20487	0	44	0
31	1	45	48	30	22859087	7538	0	56	0
32	1	45	96	30	15821155	1913	0	66	0
33	1	45	192	30	9657767	629	0	73	0
34	1	45	384	30	5057665	313	0	88	0
35	1	45	768	30	4711636	689	0	164	0
36	1	64	24	30	26965606	23282	0	40	0
37	1	64	48	30	19890294	6808	0	49	0
38	1	64	96	30	14266176	1994	0	65	0
39	1	64	192	30	10921381	635	0	85	0
40	1	64	384	30	7109638	261	0	101	0
41	1	64	768	30	5860190	441	0	164	0
42	1	90	24	30	26841180	24664	0	38	0
43	1	90	48	30	20040059	8543	0	51	0
44	1	90	96	30	13623225	2577	0	63	0
45	1	90	192	30	8391621	825	0	73	0
46	1	90	384	30	5465981	428	0	94	0
47	1	90	768	30	4636298	880	0	163	0
48	1	128	24	30	27716346	29389	0	40	0
49	1	128	48	30	21732411	9630	0	52	0
50	1	128	96	30	14512069	2573	0	66	0
51	1	128	192	30	9681649	650	0	85	0
52	1	128	384	30	5896523	134	0	102	0
53	1	128	768	30	5832138	286	0	164	0
54	1	181	24	30	27408254	23522	0	40	0
55	1	181	48	30	21982226	7664	0	55	0
56	1	181	96	30	15820318	2816	0	73	0
57	1	181	192	30	10192120	951	0	89	0
58	1	181	384	30	5944409	1489	0	101	0
59	1	181	768	30	4641046	144	0	164	0
60	1	256	24	30	27534126	25371	0	40	0
61	1	256	48	30	21343739	11154	0	53	0
62	1	256	96	30	14957369	5746	0	68	0
63	1	256	192	30	9753399	1314	0	86	0
64	1	256	384	30	5893359	2158	0	101	0
65	1	256	768	30	4657861	1299	0	164	0
66	1	362	24	30	27477064	24780	0	40	0
67	1	362	48	30	21921884	8072	0	54	0
68	1	362	96	30	16857789	5149	0	73	0
69	1	362	192	30	11224913	2389	0	90	0
70	1	362	384	30	6008361	1502	0	103	0
71	1	362	768	30	4666770	2634	0	164	0
72	1	512	24	30	27143573	30978	0	40	0
73	1	512	48	30	21718547	9712	0	55	0
74	1	512	96	30	16530267	4100	0	71	0
75	1	512	192	30	9875956	1635	0	87	0
76	1	512	384	30	6891749	1100	0	102	0
77	1	512	768	30	5886136	2027	0	162	0
78	1	724	24	30	26982330	27597	0	40	0
79	1	724	48	30	21991623	12371	0	55	0
80	1	724	96	30	15845899	5273	0	73	0
81	1	724	192	30	10202039	2025	0	90	0
82	1	724	384	30	6972156	1519	0	102	0
83	1	724	768	30	4627984	2310	0	163	0
84	1	1024	24	30	24351094	87391	0	42	0
85	1	1024	48	30	20683597	31518	0	55	0
86	1	1024	96	30	15813260	5315	0	73	0
87	1	1024	192	30	11140679	3092	0	89	0
88	1	1024	384	30	5992051	1064	0	102	0
89	1	1024	768	30	4683857	83	0	164	0
90	1	1448	24	30	26318723	46191	0	40	0
91	1	1448	48	30	21463143	19728	0	55	0
92	1	1448	96	30	15491013	6282	0	71	0
93	1	1448	192	30	10200842	2277	0	89	0
94	1	1448	384	30	5972260	510	0	103	0
95	1	1448	768	30	4615021	655	0	164	0
96	1	2048	24	30	23829214	82358	0	42	0
97	1	2048	48	30	19598419	37431	0	54	0
98	1	2048	96	30	16555357	5517	0	71	0
99	1	2048	192	30	10069277	3071	0	88	0
100	1	2048	384	30	5960006	1777	0	103	0
101	1	2048	768	30	5677918	1311	0	164	0
102	1	2896	24	30	25253418	61230	0	41	0
103	1	2896	48	30	19150472	52175	0	56	0
104	1	2896	96	30	14950516	16680	0	73	0
105	1	2896	192	30	9878093	5754	0	89	0
106	1	2896	384	30	5983205	426	0	102	0
107	1	2896	768	30	4681719	2173	0	163	0
108	1	4096	24	30	22524532	146437	0	43	0
109	1	4096	48	30	19133061	97654	0	54	0
110	1	4096	96	30	14691295	6426	0	65	0
111	1	4096	192	30	9722253	6924	0	88	0
112	1	4096	384	30	5852540	3448	0	101	0
113	1	4096	768	30	5672013	1633	0	164	0
114	1	5792	24	30	27488594	115171	0	42	0
115	1	5792	48	30	19322578	71753	0	53	0
116	1	5792	96	30	12580674	36956	0	71	0
117	1	5792	192	30	9132485	12002	0	86	0
118	1	5792	384	30	5967684	859	0	100	0
119	1	5792	768	30	5618696	1260	0	164	0
120	1	8192	24	30	21030521	101851	0	45	0
121	1	8192	48	30	18625359	72609	0	54	0
122	1	8192	96	30	12703737	38450	0	64	0
123	1	8192	192	30	9325548	8618	0	87	0
124	1	8192	384	30	5707945	2623	0	99	0
125	1	8192	768	30	4641583	1762	0	163	0
126	1	11585	24	30	58103593	49438	0	44	0
127	1	11585	48	30	16019719	62384	0	56	0
128	1	11585	96	30	11098580	67274	0	64	0
129	1	11585	192	30	8645627	13259	0	80	0
130	1	11585	384	30	5831191	1173	0	95	0
131	1	11585	768	30	4645636	664	0	161	0
132	1	16384	24	30	58344826	22496	0	46	0
133	1	16384	48	30	58070223	51203	0	54	0
134	1	16384	96	30	11858325	56922	0	66	0
135	1	16384	192	30	8174663	20293	0	76	0
136	1	16384	384	30	5412736	5669	0	101	0
137	1	16384	768	30	4629823	734	0	161	0
138	1	23170	24	30	58366662	18632	0	47	0
139	1	23170	48	30	58226846	37547	0	53	0
140	1	23170	96	30	27509793	44719	0	68	0
141	1	23170	192	30	7515065	28991	0	71	0
142	1	23170	384	30	5667523	1916	0	88	0
143	1	23170	768	30	4610121	1946	0	167	0
144	1	32768	24	30	58232850	30534	0	52	0
145	1	32768	48	30	58886702	42381	0	56	0
146	1	32768	96	30	58905162	35953	0	62	0
147	1	32768	192	30	6375029	37511	0	70	0
148	1	32768	384	30	4929163	8912	0	96	0
149	1	32768	768	30	4675306	2324	0	169	0
150	1	46340	24	30	58082013	28796	0	54	0
151	1	46340	48	30	25701737	63254	0	57	0
152	1	46340	96	30	58826705	26621	0	63	0
153	1	46340	192	30	6403969	22806	0	80	0
154	1	46340	384	30	5203998	8172	0	85	0
155	1	46340	768	30	4668758	1468	0	161	0
156	1	65536	24	30	58264129	30243	0	58	0
157	1	65536	48	30	58150341	40749	0	58	0
158	1	65536	96	30	16938494	15115	0	66	0
159	1	65536	192	30	17220832	23885	0	80	0
160	1	65536	384	30	4908146	14350	0	89	0
161	1	65536	768	30	4728444	1833	0	176	0
162	1	92681	24	30	38633399	22866	0	57	0
163	1	92681	48	30	40411664	16136	0	59	0
164	1	92681	96	30	21017202	24481	0	65	0
165	1	92681	192	30	5427433	8410	0	82	0
166	1	92681	384	30	4834600	17823	0	99	0
167	1	92681	768	30	4677279	2110	0	152	0
168	1	131072	24	30	58630969	29449	0	57	0
169	1	131072	48	30	41805912	31773	0	58	0
170	1	131072	96	30	6668570	5015	0	67	0
171	1	131072	192	30	5022451	7489	0	83	0
172	1	131072	384	30	4577377	3906	0	109	0
173	1	131072	768	30	4571201	3618	0	167	0
174	1	185363	24	30	31638533	15120	0	58	0
175	1	185363	48	30	20890153	11041	0	59	0
176	1	185363	96	30	7637416	7592	0	66	0
177	1	185363	192	30	4943834	4498	0	83	0
178	1	185363	384	30	4568230	9401	0	114	0
179	1	185363	768	30	4552366	4817	0	168	0
180	1	262144	24	30	31121718	18771	0	57	0
181	1	262144	48	30	26461093	18873	0	59	0
182	1	262144	96	30	9598809	5497	0	66	0
183	1	262144	192	30	12626929	5084	0	78	0
184	1	262144	384	30	4516144	5381	0	112	0
185	1	262144	768	30	8551532	8063	0	191	0
186	1	370727	24	30	17876082	7443	0	58	0
187	1	370727	48	30	9101858	7519	0	59	0
188	1	370727	96	30	10684710	4776	0	64	0
189	1	370727	192	30	4710995	3522	0	83	0
190	1	370727	384	30	4612006	3958	0	117	0
191	1	370727	768	30	10624520	5095	0	142	0
192	1	524288	24	30	33699327	17294	0	57	0
193	1	524288	48	30	11569078	8295	0	59	0
194	1	524288	96	30	7379125	3859	0	66	0
195	1	524288	192	30	6683297	2794	0	80	0
196	1	524288	384	30	4471333	1395	0	117	0
197	1	524288	768	30	8552307	5321	0	174	0
198	1	741455	24	30	10639012	4112	0	58	0
199	1	741455	48	30	7695995	3482	0	60	0
200	1	741455	96	30	4951853	2017	0	67	0
201	1	741455	192	30	4724792	1902	0	83	0
202	1	741455	384	30	4557234	2443	0	119	0
203	1	741455	768	30	10624519	5095	0	141	0
204	1	1048576	24	30	7337211	1728	0	58	0
205	1	1048576	48	30	4947305	1678	0	60	0
206	1	1048576	96	30	5112426	1373	0	65	0
207	1	1048576	192	30	4542356	785	0	83	0
208	1	1048576	384	30	4438856	574	0	120	0
209	1	1048576	768	30	14836039	5095	0	285	0
210	5	8	24	30	58846480	23298	190	43	4
211	5	8	48	30	19729653	31316	42	46	4
212	5	8	96	30	6567066	25157	11	51	4
213	5	8	192	30	4956385	14967	6	66	4
214	5	11	48	30	24145451	4329	56	46	4
215	5	11	96	30	5275954	8591	3	50	4
216	5	11	192	30	4981637	2525	3	70	4
217	5	11	384	30	4960539	3014	1	121	4
218	5	11	768	30	4961177	2310	2	215	4
219	5	16	24	30	58996011	34687	188	49	4
220	5	16	48	30	6084454	2157	11	59	4
221	5	16	96	30	4914469	7305	1	67	4
222	5	16	192	30	4817093	3814	1	89	4
223	5	16	384	30	8735109	1170	14	122	4
224	5	16	768	30	4812201	1620	0	225	4
225	5	22	24	30	58952046	18452	187	35	4
226	5	22	48	30	15743328	14384	30	38	4
227	5	22	96	30	6254939	10084	6	49	4
228	5	22	192	30	4768713	7911	0	70	4
229	5	22	384	30	5308340	1303	7	106	4
230	5	22	768	30	4757675	1923	1	202	4
231	5	32	48	30	16502432	52710	25	44	4
232	5	32	96	30	9350722	13321	4	36	4
233	5	32	192	30	5691971	3034	6	56	4
234	5	32	384	30	4664578	3773	1	98	4
235	5	32	768	30	4660065	2366	0	189	4
236	5	45	48	30	20870976	67034	17	60	4
237	5	45	96	30	13554069	51674	4	70	4
238	5	45	192	30	8064348	17434	4	76	4
239	5	45	384	30	4667390	5963	0	97	4
240	5	45	768	30	4689169	3074	0	185	4
241	5	64	24	30	26710165	68184	51	41	4
242	5	64	48	30	18335080	43494	26	51	4
243	5	64	96	30	14151883	26387	15	71	4
244	5	64	192	30	8633934	17216	1	70	4
245	5	64	384	30	5180640	4468	3	106	4
246	5	64	768	30	5856329	3371	4	187	4
247	5	90	48	30	18852941	84474	7	52	4
248	5	90	96	30	12198979	44428	2	65	4
249	5	90	192	30	7075382	21697	0	75	4
250	5	90	384	30	4899196	5716	0	102	4
251	5	90	768	30	4616912	2702	0	188	4
252	5	128	24	30	26922088	97805	35	41	4
253	5	128	48	30	19143580	82337	14	54	4
254	5	128	96	30	13305849	56676	1	71	4
255	5	128	192	30	8607837	21505	0	90	4
256	5	128	384	30	5050517	7178	0	105	4
257	5	128	768	30	4725129	2491	3	182	4
258	5	181	24	30	26979888	108905	24	41	4
